country,name,player_url,team,maps,rounds,kd_diff,kd,rating
Poland,rallen,https://www.hltv.org/stats/players/5388/rallen,Kinguin,2055,54636,+3346,1.09,1.05
Australia,zeph,https://www.hltv.org/stats/players/13054/zeph,ORDER,601,15269,+607,1.06,1.05
Romania,iM,https://www.hltv.org/stats/players/14759/im,Natus Vincere,1115,29188,+1231,1.06,1.05
Romania,lauNX,https://www.hltv.org/stats/players/20761/launx,Revenant,680,17550,+708,1.06,1.05
United States,yay,https://www.hltv.org/stats/players/8513/yay,Complexity,653,17182,+604,1.05,1.05
Ukraine,s4ltovsk1yy,https://www.hltv.org/stats/players/19614/s4ltovsk1yy,kONO,721,18706,+1381,1.12,1.05
Brazil,piriajr,https://www.hltv.org/stats/players/18714/piriajr,Bounty Hunters,649,16471,+853,1.08,1.05
Poland,dycha,https://www.hltv.org/stats/players/16080/dycha,ENCE,1169,30445,+1314,1.06,1.05
United States,SicK,https://www.hltv.org/stats/players/9258/sick,Rogue,795,20701,+1040,1.07,1.05
Poland,KEi,https://www.hltv.org/stats/players/17504/kei,9INE,1100,29024,+1022,1.05,1.05
Australia,tucks,https://www.hltv.org/stats/players/9108/tucks,Mindfreak,882,21813,+1254,1.09,1.05
New Zealand,Gratisfaction,https://www.hltv.org/stats/players/9686/gratisfaction,Grayhound,954,24861,+1631,1.10,1.05
Brazil,nython,https://www.hltv.org/stats/players/18743/nython,RED Canids,968,24240,+1615,1.11,1.05
Kazakhstan,mou,https://www.hltv.org/stats/players/964/mou,Gambit,1563,41429,+2513,1.09,1.05
Spain,loWel,https://www.hltv.org/stats/players/3997/lowel,Movistar Riders,1008,26413,+1739,1.10,1.05
Brazil,desh,https://www.hltv.org/stats/players/17133/desh,Meta,461,11823,+738,1.10,1.05
Norway,Marcelious,https://www.hltv.org/stats/players/14602/marcelious,Apeks,529,14241,+696,1.07,1.05
United States,WolfY,https://www.hltv.org/stats/players/12937/wolfy,Party Astronauts,923,23680,+1761,1.12,1.05
Brazil,raafa,https://www.hltv.org/stats/players/11748/raafa,W7M,640,16832,+1092,1.10,1.05
Denmark,roeJ,https://www.hltv.org/stats/players/14419/roej,Copenhagen Flames,1286,33054,+1443,1.06,1.05
Brazil,detr0ittJ,https://www.hltv.org/stats/players/18610/detr0ittj,Galorys,635,15602,+1030,1.11,1.05
United States,Zellsis,https://www.hltv.org/stats/players/13188/zellsis,Swole Patrol,626,16210,+803,1.07,1.05
Mexico,MarKE,https://www.hltv.org/stats/players/10892/marke,Nouns,1248,31543,+1829,1.09,1.05
Brazil,gbb,https://www.hltv.org/stats/players/20522/gbb,Solid,535,13090,+507,1.06,1.05
Brazil,shz,https://www.hltv.org/stats/players/11739/shz,O PLANO,1125,28567,+1601,1.09,1.05
Russia,rommi,https://www.hltv.org/stats/players/10589/rommi,Spirit Academy,516,13467,+604,1.06,1.05
Kosovo,juanflatroo,https://www.hltv.org/stats/players/17147/juanflatroo,Bad News Eagles,1037,26755,+735,1.04,1.05
Latvia,Flarich,https://www.hltv.org/stats/players/11250/flarich,HellRaisers,1088,29007,+1816,1.10,1.04
Brazil,gafolo,https://www.hltv.org/stats/players/20558/gafolo,Sharks,714,17736,+1231,1.11,1.04
Sweden,Brollan,https://www.hltv.org/stats/players/13666/brollan,fnatic,1311,34320,+1416,1.06,1.04
Brazil,skullz,https://www.hltv.org/stats/players/18676/skullz,paiN,776,19927,+1174,1.09,1.04
Poland,tomiko,https://www.hltv.org/stats/players/20283/tomiko,Permitta,714,17750,+475,1.04,1.04
Mongolia,nin9,https://www.hltv.org/stats/players/15072/nin9,TIGER,520,13521,+831,1.10,1.04
Ukraine,sdy,https://www.hltv.org/stats/players/12731/sdy,Spirit,1566,40813,+2538,1.10,1.04
Israel,flameZ,https://www.hltv.org/stats/players/16693/flamez,Vitality,720,18651,+782,1.06,1.04
United States,Jeorge,https://www.hltv.org/stats/players/20333/jeorge,Nouns,767,19155,+907,1.07,1.04
United States,Swisher,https://www.hltv.org/stats/players/16599/swisher,M80,1165,29639,+1256,1.06,1.04
United States,Grim,https://www.hltv.org/stats/players/13578/grim,Complexity,1249,32167,+951,1.04,1.04
Slovakia,fino,https://www.hltv.org/stats/players/20839/fino,Sampi,471,10895,+725,1.11,1.04
Brazil,b4rtiN,https://www.hltv.org/stats/players/17585/b4rtin,Legacy,765,19151,+1001,1.08,1.04
New Zealand,zewsy,https://www.hltv.org/stats/players/8764/zewsy,Tainted Minds,618,15666,+667,1.06,1.04
Denmark,cadiaN,https://www.hltv.org/stats/players/7964/cadian,HEROIC,1783,46657,+3080,1.11,1.04
Poland,STOMP,https://www.hltv.org/stats/players/12699/stomp,x-kom,809,21729,+1329,1.10,1.04
Denmark,Kjaerbye,https://www.hltv.org/stats/players/8394/kjaerbye,North,1562,41095,+2089,1.08,1.04
Sweden,eraa,https://www.hltv.org/stats/players/16487/eraa,GamerLegion,930,24352,+1351,1.09,1.04
Russia,KENSI,https://www.hltv.org/stats/players/19236/kensi,Aurora,1106,28332,+1520,1.08,1.04
United States,Bwills,https://www.hltv.org/stats/players/16647/bwills,Nouns,1162,30147,+1471,1.07,1.04
Australia,malta,https://www.hltv.org/stats/players/11485/malta,Grayhound,1146,29145,+1550,1.08,1.04
United States,Hiko,https://www.hltv.org/stats/players/2644/hiko,Liquid,937,24398,+1532,1.10,1.04
Sweden,KRIMZ,https://www.hltv.org/stats/players/7528/krimz,fnatic,2147,55738,+3212,1.09,1.04
Russia,r3salt,https://www.hltv.org/stats/players/20709/r3salt,FORZE,636,15327,+562,1.05,1.04
Brazil,hardzao,https://www.hltv.org/stats/players/16817/hardzao,paiN,1208,30551,+1915,1.10,1.04
Brazil,chelo,https://www.hltv.org/stats/players/10566/chelo,FURIA,1241,31555,+1243,1.06,1.04
Brazil,remix,https://www.hltv.org/stats/players/2544/remix,Vikings KR,819,20971,+1153,1.09,1.04
Korea,HSK,https://www.hltv.org/stats/players/9174/hsk,MVP PK,540,13851,+845,1.10,1.04
China,aumaN,https://www.hltv.org/stats/players/8604/auman,ViCi,932,23765,+1202,1.08,1.04
Finland,Aerial,https://www.hltv.org/stats/players/4076/aerial,ENCE,1154,30757,+1296,1.06,1.04
Russia,DavCost,https://www.hltv.org/stats/players/8124/davcost,Spirit,1360,35819,+1918,1.08,1.04
Denmark,Bubzkji,https://www.hltv.org/stats/players/9612/bubzkji,Tricked,817,21619,+963,1.07,1.04
Sweden,JW,https://www.hltv.org/stats/players/3849/jw,EYEBALLERS,2607,67546,+2487,1.05,1.04
Portugal,story,https://www.hltv.org/stats/players/20462/story,SAW,656,16369,+1124,1.11,1.04
China,flying,https://www.hltv.org/stats/players/16872/flying,Invictus,539,14004,+509,1.05,1.04
Brazil,lux,https://www.hltv.org/stats/players/20563/lux,paiN,611,14765,+620,1.06,1.04
Brazil,kauez,https://www.hltv.org/stats/players/20085/kauez,paiN,640,15606,+610,1.06,1.04
Norway,jkaem,https://www.hltv.org/stats/players/8248/jkaem,Apeks,1887,49085,+1329,1.04,1.04
Canada,ANDROID,https://www.hltv.org/stats/players/9043/android,Complexity,835,21741,+1036,1.07,1.04
China,Westmelon,https://www.hltv.org/stats/players/16551/westmelon,Lynn Vision,564,14318,+425,1.04,1.04
Poland,Sobol,https://www.hltv.org/stats/players/15940/sobol,PACT,1463,37941,+1609,1.06,1.04
Germany,tabseN,https://www.hltv.org/stats/players/5794/tabsen,BIG,2412,63128,+1290,1.03,1.04
China,LOVEYY,https://www.hltv.org/stats/players/8957/loveyy,Flash,708,17977,+699,1.06,1.04
United States,motm,https://www.hltv.org/stats/players/13230/motm,ATK,1127,29456,+1046,1.05,1.04
Brazil,KHTEX,https://www.hltv.org/stats/players/10842/khtex,Paquetá,628,16208,+867,1.08,1.04
Bosnia and Herzegovina,dEE,https://www.hltv.org/stats/players/4576/dee,lvlUP,512,13533,+657,1.07,1.04
Ukraine,npl,https://www.hltv.org/stats/players/21708/npl,B8,532,12705,+448,1.05,1.04
Belgium,Davidp,https://www.hltv.org/stats/players/8138/davidp,3DMAX,774,20539,+1009,1.08,1.03
China,tb,https://www.hltv.org/stats/players/839/tb,VG.CyberZen,619,15737,+708,1.07,1.03
United States,SLIGHT,https://www.hltv.org/stats/players/19128/slight,Wildcard,657,16323,+903,1.09,1.03
Denmark,TeSeS,https://www.hltv.org/stats/players/12018/teses,HEROIC,1207,31411,+1197,1.06,1.03
United States,tarik,https://www.hltv.org/stats/players/8523/tarik,CLG,1438,37326,+1316,1.05,1.03
Russia,TRAVIS,https://www.hltv.org/stats/players/16948/travis,AMKAL,925,24171,+940,1.06,1.03
Portugal,ewjerkz,https://www.hltv.org/stats/players/20464/ewjerkz,SAW,619,15404,+432,1.04,1.03
Bulgaria,NK4Y,https://www.hltv.org/stats/players/10761/nk4y,Outlaws,480,12325,+429,1.05,1.03
Thailand,Kntz,https://www.hltv.org/stats/players/10705/kntz,Alpha Red,552,14299,+670,1.07,1.03
Canada,Subroza,https://www.hltv.org/stats/players/11231/subroza,Ghost,623,16275,+375,1.03,1.03
Australia,USTILO,https://www.hltv.org/stats/players/8771/ustilo,Renegades,1153,29801,+931,1.05,1.03
Denmark,Zyphon,https://www.hltv.org/stats/players/20090/zyphon,TSM,921,23574,+946,1.06,1.03
Brazil,chayJESUS,https://www.hltv.org/stats/players/20026/chayjesus,Fluxo,531,13040,+447,1.05,1.03
Australia,yam,https://www.hltv.org/stats/players/2555/yam,Renegades,547,14003,+650,1.07,1.03
United States,Swahn,https://www.hltv.org/stats/players/15255/swahn,iNTACT,489,12881,+599,1.07,1.03
Switzerland,rigoN,https://www.hltv.org/stats/players/12708/rigon,Bad News Eagles,823,21081,+94,1.01,1.03
Sweden,chawzyyy,https://www.hltv.org/stats/players/19021/chawzyyy,Galaxy Racer,561,14380,+664,1.07,1.03
Denmark,Fessor,https://www.hltv.org/stats/players/16718/fessor,CPH Wolves,607,15689,+386,1.04,1.03
Sweden,znajder,https://www.hltv.org/stats/players/3847/znajder,GODSENT,1050,27577,+1070,1.06,1.03
Sweden,Relaxa,https://www.hltv.org/stats/players/9279/relaxa,Chaos,1204,32063,+1931,1.10,1.03
Sweden,REZ,https://www.hltv.org/stats/players/9278/rez,Ninjas in Pyjamas,1671,43489,+1507,1.05,1.03
Czech Republic,DEV7L,https://www.hltv.org/stats/players/9358/dev7l,eXtatus,549,14256,+582,1.06,1.03
Ukraine,j3kie,https://www.hltv.org/stats/players/20228/j3kie,FAVBET,546,14088,+332,1.03,1.03
Serbia,nexa,https://www.hltv.org/stats/players/9618/nexa,G2,1586,41326,+1847,1.07,1.03
Canada,HexT,https://www.hltv.org/stats/players/18838/hext,NRG,930,23366,+780,1.05,1.03
Israel,xertioN,https://www.hltv.org/stats/players/20312/xertion,MOUZ,527,13172,+454,1.05,1.03
Denmark,J3nsyy,https://www.hltv.org/stats/players/20380/j3nsyy,MASONIC,587,15772,+800,1.08,1.03
Sweden,spooke,https://www.hltv.org/stats/players/19064/spooke,Johnny Speeds,750,19217,+538,1.04,1.03
Brazil,rdnzao,https://www.hltv.org/stats/players/21921/rdnzao,Sharks,516,12279,+458,1.06,1.03
Germany,kressy,https://www.hltv.org/stats/players/12782/kressy,ALTERNATE aTTaX,1106,29606,+1167,1.06,1.03
Germany,stfN,https://www.hltv.org/stats/players/8800/stfn,ALTERNATE aTTaX,1365,36267,+1442,1.06,1.03
Denmark,refrezh,https://www.hltv.org/stats/players/10610/refrezh,Preasy,1522,39314,+1540,1.06,1.03
Mongolia,dobu,https://www.hltv.org/stats/players/9521/dobu,ATOX,1030,26546,+657,1.04,1.03
Australia,Roflko,https://www.hltv.org/stats/players/18738/roflko,DXA,475,12060,+250,1.03,1.03
Netherlands,FASHR,https://www.hltv.org/stats/players/11954/fashr,Lyngby Vikings,978,25848,+590,1.03,1.03
Sweden,twist,https://www.hltv.org/stats/players/7443/twist,Alliance,2104,54895,+1731,1.05,1.03
Ukraine,AiyvaN,https://www.hltv.org/stats/players/9349/aiyvan,pro100,709,18391,+557,1.05,1.03
China,shuadapai,https://www.hltv.org/stats/players/11576/shuadapai,5POWER,549,14214,+492,1.05,1.03
Brazil,land1n,https://www.hltv.org/stats/players/10557/land1n,paiN,974,25022,+1323,1.09,1.03
Sweden,dennis,https://www.hltv.org/stats/players/1146/dennis,Apeks,1578,41942,+1136,1.04,1.03
United States,food,https://www.hltv.org/stats/players/9875/food,eUnited,456,11711,+380,1.05,1.03
Denmark,aizy,https://www.hltv.org/stats/players/8095/aizy,North,1659,43577,+1196,1.04,1.03
Czech Republic,Dytor,https://www.hltv.org/stats/players/19815/dytor,ECLOT,670,16768,+328,1.03,1.02
Poland,Snax,https://www.hltv.org/stats/players/2553/snax,Virtus.pro,2535,66461,+2536,1.06,1.02
Finland,hoody,https://www.hltv.org/stats/players/13396/hoody,HAVU,575,15453,+402,1.04,1.02
Belarus,CyberFocus,https://www.hltv.org/stats/players/8255/cyberfocus,Nemiga,491,12779,+320,1.04,1.02
Kazakhstan,Qikert,https://www.hltv.org/stats/players/13239/qikert,AVANGAR,1572,40861,+1750,1.07,1.02
Brazil,kai,https://www.hltv.org/stats/players/14445/kai,Bravos,483,12692,+415,1.05,1.02
Brazil,brnz4n,https://www.hltv.org/stats/players/20987/brnz4n,MIBR,613,15111,+389,1.04,1.02
Brazil,koala,https://www.hltv.org/stats/players/21170/koala,Sharks,463,11258,+484,1.07,1.02
Poland,pashaBiceps,https://www.hltv.org/stats/players/317/pashabiceps,Virtus.pro,1597,41346,+989,1.03,1.02
Brazil,destiny,https://www.hltv.org/stats/players/9483/destiny,Paquetá,1549,39135,+854,1.03,1.02
Turkey,imoRR,https://www.hltv.org/stats/players/15835/imorr,Eternal Fire,827,22242,+232,1.01,1.02
Sweden,flusha,https://www.hltv.org/stats/players/3055/flusha,fnatic,2255,59296,+2172,1.06,1.02
Argentina,atarax1a,https://www.hltv.org/stats/players/20268/atarax1a,KRÜ,476,11929,+492,1.06,1.02
Hungary,kolor,https://www.hltv.org/stats/players/10698/kolor,GameAgents,605,15745,+388,1.04,1.02
Poland,Markoś,https://www.hltv.org/stats/players/11276/marko,AVEZ,984,25819,+1245,1.08,1.02
Denmark,dragonfly,https://www.hltv.org/stats/players/10992/dragonfly,Fragsters,507,13234,+502,1.06,1.02
Kazakhstan,smiley,https://www.hltv.org/stats/players/17793/smiley,100PG,486,13176,+634,1.08,1.02
Serbia,DiMKE,https://www.hltv.org/stats/players/3732/dimke,lvlUP,711,18712,+476,1.04,1.02
Russia,Patsi,https://www.hltv.org/stats/players/19673/patsi,PARIVISION,826,21308,+325,1.02,1.02
United States,jdm64,https://www.hltv.org/stats/players/8346/jdm64,Liquid,823,21321,+825,1.06,1.02
Brazil,fnx,https://www.hltv.org/stats/players/557/fnx,Luminosity,689,17740,+663,1.06,1.02
Slovakia,MonttY,https://www.hltv.org/stats/players/9961/montty,eXtatus,522,13451,+338,1.04,1.02
Russia,FANAT ROCKA,https://www.hltv.org/stats/players/9008/fanat-rocka,Unique,465,12150,+453,1.06,1.02
Sweden,disco doplan,https://www.hltv.org/stats/players/9256/disco-doplan,GODSENT,1207,32000,+1094,1.05,1.02
Russia,Forester,https://www.hltv.org/stats/players/13982/forester,Entropiq,1603,42226,+1365,1.05,1.02
United Kingdom,AZUWU,https://www.hltv.org/stats/players/22106/azuwu,Endpoint,505,12225,+231,1.03,1.02
Germany,kyuubii,https://www.hltv.org/stats/players/20170/kyuubii,Sangal,521,13337,+501,1.06,1.02
Canada,FaNg,https://www.hltv.org/stats/players/17372/fang,Extra Salt,966,24538,+702,1.04,1.02
Serbia,c0llins,https://www.hltv.org/stats/players/13026/c0llins,Partizan,727,18671,+387,1.03,1.02
Mongolia,kabal,https://www.hltv.org/stats/players/10870/kabal,ATOX,1032,26700,+852,1.05,1.02
Russia,n0rb3r7,https://www.hltv.org/stats/players/16612/n0rb3r7,Virtus.pro,1361,35425,+599,1.02,1.02
Poland,mouz,https://www.hltv.org/stats/players/8323/mouz,Kinguin,1722,45760,+1738,1.06,1.02
Thailand,qqGOD,https://www.hltv.org/stats/players/9289/qqgod,Signature,584,15180,+280,1.03,1.02
France,Lucky,https://www.hltv.org/stats/players/13497/lucky,3DMAX,1769,45931,+1734,1.06,1.02
Australia,MoeycQ,https://www.hltv.org/stats/players/8770/moeycq,Immunity,639,16594,+410,1.04,1.02
France,AMANEK,https://www.hltv.org/stats/players/9616/amanek,G2,1163,31237,+1201,1.06,1.02
China,captainMo,https://www.hltv.org/stats/players/5187/captainmo,TYLOO,870,22260,+477,1.03,1.02
Kazakhstan,buster,https://www.hltv.org/stats/players/11942/buster,AVANGAR,1482,38764,+1780,1.07,1.02
Russia,KaiR0N-,https://www.hltv.org/stats/players/19920/kair0n,BetBoom,541,13269,+164,1.02,1.02
Brazil,Maluk3,https://www.hltv.org/stats/players/2529/maluk3,TeamOne,1243,32273,+1276,1.06,1.02
United States,reck,https://www.hltv.org/stats/players/17378/reck,M80,698,17744,+463,1.04,1.02
Russia,spaze,https://www.hltv.org/stats/players/8345/spaze,PiTER,538,14117,+89,1.01,1.02
Bulgaria,v1c7oR,https://www.hltv.org/stats/players/7834/v1c7or,Windigo,1891,49359,+1181,1.04,1.02
Norway,rain,https://www.hltv.org/stats/players/8183/rain,FaZe,1982,51814,+743,1.02,1.02
Ukraine,zont1x,https://www.hltv.org/stats/players/20423/zont1x,Spirit,574,14414,+465,1.05,1.02
Romania,Blytz,https://www.hltv.org/stats/players/12945/blytz,ECLOT,743,18947,+360,1.03,1.02
Brazil,pesadelo,https://www.hltv.org/stats/players/17553/pesadelo,inSanitY,890,22760,+257,1.02,1.02
Bulgaria,KalubeR,https://www.hltv.org/stats/players/15385/kaluber,Partizan,640,16982,+413,1.04,1.02
United States,Ace,https://www.hltv.org/stats/players/13273/ace,Rise Nation,456,11866,+570,1.08,1.02
Sweden,b0denmaster,https://www.hltv.org/stats/players/15501/b0denmaster,Alliance,1045,26737,+964,1.06,1.02
Kazakhstan,dimasick,https://www.hltv.org/stats/players/13780/dimasick,AVANGAR,585,15322,+447,1.04,1.02
North Macedonia,aidKiT,https://www.hltv.org/stats/players/20066/aidkit,BLUEJAYS,566,14727,+503,1.05,1.02
Ukraine,bondik,https://www.hltv.org/stats/players/2131/bondik,HellRaisers,1601,41523,+1451,1.05,1.02
Estonia,HS,https://www.hltv.org/stats/players/8994/hs,Nordavind,1107,29571,+324,1.02,1.02
Belarus,ROBO,https://www.hltv.org/stats/players/3410/robo,Nemiga,667,17746,+628,1.05,1.02
Poland,jedqr,https://www.hltv.org/stats/players/14684/jedqr,Wisla Krakow,955,25623,+787,1.05,1.02
Finland,spargo,https://www.hltv.org/stats/players/15565/spargo,KOVA,582,15824,+462,1.04,1.02
Denmark,sjuush,https://www.hltv.org/stats/players/14148/sjuush,HEROIC,1200,30998,+1006,1.05,1.02
Denmark,TENZKI,https://www.hltv.org/stats/players/5287/tenzki,Nordavind,1504,39564,+1333,1.05,1.02
Belarus,tN1R,https://www.hltv.org/stats/players/19808/tn1r,GUN5,579,13957,+405,1.04,1.02
Romania,s0und,https://www.hltv.org/stats/players/19817/s0und,9INE,583,14665,+137,1.01,1.02
United States,Spongey,https://www.hltv.org/stats/players/13589/spongey,Bad News Bears,864,22435,+1023,1.07,1.02
Finland,juho,https://www.hltv.org/stats/players/7775/juho,ENCE,822,21429,-7,1.00,1.02
United States,roca,https://www.hltv.org/stats/players/7935/roca,Splyce,660,17324,+195,1.02,1.02
Slovakia,queztone,https://www.hltv.org/stats/players/7749/queztone,eXtatus,716,18727,+211,1.02,1.02
Russia,flamie,https://www.hltv.org/stats/players/7594/flamie,Natus Vincere,1760,46547,+1185,1.04,1.02
Estonia,Jyo,https://www.hltv.org/stats/players/12269/jyo,Nemiga,1467,38661,+1289,1.05,1.02
United Kingdom,Thomas,https://www.hltv.org/stats/players/13018/thomas,Endpoint,1199,31615,+761,1.04,1.02
Portugal,fox,https://www.hltv.org/stats/players/629/fox,Giants,1065,27813,+497,1.03,1.02
Serbia,LETN1,https://www.hltv.org/stats/players/4216/letn1,Valiance,1116,29031,+1135,1.06,1.02
Spain,alex,https://www.hltv.org/stats/players/8371/alex,Movistar Riders,1619,42308,+1252,1.05,1.02
Netherlands,chrisJ,https://www.hltv.org/stats/players/2730/chrisj,MOUZ,1719,45211,+1107,1.04,1.02
Russia,clax,https://www.hltv.org/stats/players/12004/clax,9 Pandas,912,23107,+810,1.05,1.01
United States,cxzi,https://www.hltv.org/stats/players/17353/cxzi,Party Astronauts,921,23480,-5,1.00,1.01
Russia,glowiing,https://www.hltv.org/stats/players/17508/glowiing,9 Pandas,1063,27069,+391,1.02,1.01
Australia,flickz,https://www.hltv.org/stats/players/11844/flickz,Chiefs,463,11665,+352,1.05,1.01
Germany,JDC,https://www.hltv.org/stats/players/14929/jdc,BIG,831,21170,+426,1.03,1.01
Czech Republic,SHOCK,https://www.hltv.org/stats/players/12810/shock,SINNERS,1458,37442,+977,1.04,1.01
United States,xCeeD,https://www.hltv.org/stats/players/13182/xceed,The Quest,451,11764,+174,1.02,1.01
United States,n0thing,https://www.hltv.org/stats/players/203/n0thing,Cloud9,826,21279,+448,1.03,1.01
Argentina,luchov,https://www.hltv.org/stats/players/20394/luchov,BESTIA,598,14490,+62,1.01,1.01
Russia,Norwi,https://www.hltv.org/stats/players/19882/norwi,Aurora,974,24639,+680,1.04,1.01
Bulgaria,mar,https://www.hltv.org/stats/players/13464/mar,FATE,774,20544,+402,1.03,1.01
Denmark,Cabbi,https://www.hltv.org/stats/players/16723/cabbi,Sashi,1110,27905,+67,1.00,1.01
Montenegro,Maden,https://www.hltv.org/stats/players/11777/maden,Falcons,1041,27011,+262,1.01,1.01
Poland,Kylar,https://www.hltv.org/stats/players/19114/kylar,ENCE,1079,28285,+688,1.04,1.01
Luxembourg,Marix,https://www.hltv.org/stats/players/20110/marix,FAVBET,472,11571,+103,1.01,1.01
Spain,EasTor,https://www.hltv.org/stats/players/4373/eastor,Movistar Riders,503,13375,+378,1.04,1.01
United States,mitch,https://www.hltv.org/stats/players/10470/mitch,Selfless,807,20719,+632,1.05,1.01
Russia,Porya,https://www.hltv.org/stats/players/17293/porya,AVE,492,12627,+298,1.04,1.01
Germany,s1n,https://www.hltv.org/stats/players/20104/s1n,M80,683,17411,+561,1.05,1.01
Russia,Polt,https://www.hltv.org/stats/players/16946/polt,Insilio,841,21233,+698,1.05,1.01
Sweden,Maikelele,https://www.hltv.org/stats/players/1045/maikelele,NoChance,1075,28357,+941,1.05,1.01
Poland,szejn,https://www.hltv.org/stats/players/17113/szejn,CPH Wolves,738,19142,+236,1.02,1.01
Australia,Noobster,https://www.hltv.org/stats/players/9680/noobster,Ground Zero,496,12790,+203,1.02,1.01
China,Viva,https://www.hltv.org/stats/players/15419/viva,Invictus,597,15834,+480,1.05,1.01
Denmark,Staehr,https://www.hltv.org/stats/players/20304/staehr,Astralis,652,17062,+354,1.03,1.01
Denmark,niko,https://www.hltv.org/stats/players/10264/niko,HEROIC,1529,39698,+928,1.04,1.01
Brazil,Tuurtle,https://www.hltv.org/stats/players/14394/tuurtle,MIBR,1243,31795,+684,1.03,1.01
Sweden,Plopski,https://www.hltv.org/stats/players/14218/plopski,Ninjas in Pyjamas,1356,35400,+934,1.04,1.01
Estonia,shokz,https://www.hltv.org/stats/players/16859/shokz,Movistar Riders,735,19722,+422,1.03,1.01
Bulgaria,spyleadeR,https://www.hltv.org/stats/players/3183/spyleader,E-frag.net,900,23255,+83,1.00,1.01
Portugal,NOPEEJ,https://www.hltv.org/stats/players/16102/nopeej,FTW,592,15253,+449,1.05,1.01
Portugal,JUST,https://www.hltv.org/stats/players/8998/just,KOI,1277,32960,+678,1.03,1.01
Finland,sLowi,https://www.hltv.org/stats/players/9271/slowi,HAVU,1384,37058,+458,1.02,1.01
Denmark,Xyp9x,https://www.hltv.org/stats/players/4954/xyp9x,Astralis,2188,57242,+2187,1.06,1.01
Sweden,Svedjehed,https://www.hltv.org/stats/players/20133/svedjehed,Lilmix,506,13703,+349,1.04,1.01
Poland,byali,https://www.hltv.org/stats/players/5386/byali,Virtus.pro,2067,54467,+1239,1.03,1.01
Germany,mirbit,https://www.hltv.org/stats/players/11701/mirbit,ALTERNATE aTTaX,866,23162,+926,1.06,1.01
Sweden,Lekr0,https://www.hltv.org/stats/players/9261/lekr0,Ninjas in Pyjamas,1513,39946,+863,1.03,1.01
Portugal,stadodo,https://www.hltv.org/stats/players/11205/stadodo,KOI,1113,28738,+930,1.05,1.01
Denmark,Friis,https://www.hltv.org/stats/players/7/friis,SK,938,24254,+747,1.05,1.01
United States,dazzLe,https://www.hltv.org/stats/players/11064/dazzle,eUnited,690,17971,-8,1.00,1.01
China,ayaya,https://www.hltv.org/stats/players/10186/ayaya,Eclipse,462,11695,+102,1.01,1.01
France,SIXER,https://www.hltv.org/stats/players/147/sixer,LDLC,1187,31294,+1265,1.07,1.01
Lithuania,kalinka,https://www.hltv.org/stats/players/9410/kalinka,HellRaisers,855,22891,+157,1.01,1.01
Denmark,es3tag,https://www.hltv.org/stats/players/8611/es3tag,HEROIC,1422,37070,+670,1.03,1.01
Sweden,grux,https://www.hltv.org/stats/players/15096/grux,Savage,496,13236,+230,1.03,1.01
Belgium,to1nou,https://www.hltv.org/stats/players/7982/to1nou,LDLC,850,22377,+520,1.04,1.01
Australia,HUGH,https://www.hltv.org/stats/players/12086/hugh,Chiefs,855,22111,+429,1.03,1.01
Brazil,snow,https://www.hltv.org/stats/players/20171/snow,paiN,476,11184,+242,1.03,1.01
Turkey,DESPE,https://www.hltv.org/stats/players/7980/despe,Space Soldiers,468,12127,+320,1.04,1.01
France,kioShiMa,https://www.hltv.org/stats/players/4959/kioshima,Envy,1493,39227,+1286,1.05,1.01
United States,FugLy,https://www.hltv.org/stats/players/8522/fugly,NRG,1083,28153,+621,1.03,1.01
Australia,emagine,https://www.hltv.org/stats/players/8744/emagine,ORDER,751,18931,+487,1.04,1.01
Poland,Goofy,https://www.hltv.org/stats/players/15428/goofy,Wisla Krakow,1596,42353,+325,1.01,1.01
Canada,J0LZ,https://www.hltv.org/stats/players/17510/j0lz,Strife,633,16428,+133,1.01,1.01
Sweden,hampus,https://www.hltv.org/stats/players/9766/hampus,Ninjas in Pyjamas,1674,43700,+128,1.00,1.01
Poland,GruBy,https://www.hltv.org/stats/players/8570/gruby,AGO,1823,48436,+454,1.01,1.01
Brazil,delboNi,https://www.hltv.org/stats/players/11213/delboni,Imperial,707,18168,+301,1.02,1.00
Poland,reatz,https://www.hltv.org/stats/players/8242/reatz,PRIDE,1579,42452,+659,1.02,1.00
Brazil,yel,https://www.hltv.org/stats/players/10560/yel,Luminosity,1047,27193,+872,1.05,1.00
Australia,DickStacy,https://www.hltv.org/stats/players/12876/dickstacy,Grayhound,630,15858,+312,1.03,1.00
Poland,MINISE,https://www.hltv.org/stats/players/2826/minise,PACT,1873,49950,+583,1.02,1.00
United States,Stewie2K,https://www.hltv.org/stats/players/8797/stewie2k,Cloud9,1559,40586,+245,1.01,1.00
Russia,Raijin,https://www.hltv.org/stats/players/20207/raijin,K23,500,13414,+198,1.02,1.00
North Macedonia,NENO,https://www.hltv.org/stats/players/2299/neno,Binary Dragons,719,18580,+455,1.04,1.00
Ukraine,Edward,https://www.hltv.org/stats/players/483/edward,Natus Vincere,1495,39373,+773,1.03,1.00
Brazil,Lcm,https://www.hltv.org/stats/players/20519/lcm,Solid,516,12539,+541,1.07,1.00
Russia,waterfaLLZ,https://www.hltv.org/stats/players/8727/waterfallz,Quantum Bellator Fire,919,24331,+311,1.02,1.00
France,NBK-,https://www.hltv.org/stats/players/7168/nbk,Envy,2418,62922,+421,1.01,1.00
